Date,Close,High,Low,Open,Volume,Ticker
2018-01-02,40.267066955566406,40.27641925330551,39.56579443310673,39.77617832995853,102223600,AAPL
2018-01-03,40.26007080078125,40.802390149607916,40.19695881636793,40.3301987947651,118071600,AAPL
2018-01-04,40.447078704833984,40.549932623249475,40.22500969017766,40.33253619262437,89738400,AAPL
2018-01-05,40.90758514404297,40.994074325524274,40.45175848009531,40.54292381288484,94640000,AAPL
2018-01-08,40.75563430786133,41.05016756597909,40.65745298829791,40.75563430786133,82271200,AAPL
2018-01-09,40.75096130371094,40.921603346574265,40.53590474782042,40.80238825912582,86336000,AAPL
2018-01-10,40.741607666015625,40.74394752463994,40.44006195266457,40.47746402207704,95839600,AAPL
2018-01-11,40.9730224609375,41.02211311511454,40.7883555686387,40.81172918317203,74670800,AAPL
2018-01-12,41.396114349365234,41.45922987236905,41.05950298248666,41.18339417073276,101672400,AAPL
2018-01-16,41.18574905395508,41.933772604993706,41.17406046145214,41.58547252280897,118263600,AAPL
2018-01-17,41.8659782409668,41.901040446396664,40.92393560860837,41.176390621417674,137547200,AAPL
2018-01-18,41.90336990356445,42.09972892251785,41.66727610284251,41.92908337230499,124773600,AAPL
2018-01-19,41.71637725830078,41.97818459371661,41.470931097919724,41.75143946684489,129700400,AAPL
2018-01-22,41.37509536743164,41.55742601082084,41.281593753796436,41.44522336108701,108434400,AAPL
2018-01-23,41.38443374633789,41.945453988337626,41.333010368506855,41.44521299016399,130756400,AAPL
2018-01-24,40.72523880004883,41.44521244943131,40.486805111138345,41.43352385908979,204420400,AAPL
2018-01-25,39.998252868652344,40.89588096747637,39.86267306723772,40.79302707903376,166116000,AAPL
2018-01-26,40.09175491333008,40.206297393461384,39.75280718937289,40.206297393461384,156572000,AAPL
2018-01-29,39.26192092895508,39.7761868421077,39.05387684544463,39.7761868421077,202561600,AAPL
2018-01-30,39.03049850463867,39.124000098125286,38.499867866116375,38.693887061115404,184192800,AAPL
2018-01-31,39.138031005859375,39.37412845107517,38.92063816244911,39.007127328082305,129915600,AAPL
2018-02-01,39.2198371887207,39.41619265332246,38.981403514928985,39.077244956052496,188923200,AAPL
2018-02-02,37.518089294433594,38.990762671698725,37.42458769489759,38.80375590576933,346375200,AAPL
2018-02-05,36.580718994140625,38.30818708507509,36.46617651460954,37.190826320809336,290954000,AAPL
2018-02-06,38.109500885009766,38.27079419819336,35.998670062167655,36.192689296369814,272975200,AAPL
2018-02-07,37.293670654296875,38.19597476327134,37.18380790882007,38.12351050765929,206434400,AAPL
2018-02-08,36.26748275756836,37.634965863191155,36.23943299272922,37.46899643189285,217562000,AAPL
2018-02-09,36.71108627319336,37.0584569628266,35.262922282513344,36.86599613070262,282690400,AAPL
2018-02-12,38.18976593017578,38.46672273816519,36.96926786105699,37.20163266035302,243278000,AAPL
2018-02-13,38.572349548339844,38.66858177983185,37.94097729101988,38.01139120629208,130196800,AAPL
2018-02-14,39.28351974487305,39.32342012499602,38.22967123455398,38.26722221611662,162579600,AAPL
2018-02-15,40.602577209472656,40.6260461144055,39.666080874666676,39.85150062365004,204588800,AAPL
2018-02-16,40.47115707397461,41.03211898521176,40.316250761428385,40.45472919022899,160704400,AAPL
2018-02-20,40.33502960205078,40.900679588295006,40.234102152798535,40.38197101922367,135722000,AAPL
2018-02-21,40.15195083618164,40.86781542185468,40.13786518942926,40.56504027258118,149886400,AAPL
2018-02-22,40.487586975097656,40.82791670005755,40.30216713810029,40.32329023698601,123967600,AAPL
2018-02-23,41.19171142578125,41.226916584183606,40.73167706139258,40.76219058627438,135249600,AAPL
2018-02-26,42.00614547729492,42.104723473967994,41.35834567855818,41.39120501078254,152648800,AAPL
2018-02-27,41.870025634765625,42.360569950834076,41.81604319718002,42.03667174392078,155712400,AAPL
2018-02-28,41.8066520690918,42.39342858513631,41.790224188970356,42.07422201715211,151128400,AAPL
2018-03-01,41.074371337890625,42.19628816563636,40.52514917496592,41.90524561656639,195208000,AAPL
2018-03-02,41.35835647583008,41.37947957033199,40.47584232615504,40.55799246886187,153816000,AAPL
2018-03-05,41.50153732299805,41.71747068327421,40.96170213160757,41.12365304716473,113605600,AAPL
2018-03-06,41.466331481933594,41.83717475100933,41.33958930254335,41.75737398689694,95154000,AAPL
2018-03-07,41.08139419555664,41.27385859802717,40.90301543683224,41.06027110203652,126814000,AAPL
2018-03-08,41.52968978881836,41.571935973323356,41.09078215882034,41.18701077288144,95096400,AAPL
2018-03-09,42.24320602416992,42.24790123821032,41.63530652700031,41.76909326665948,128740800,AAPL
2018-03-12,42.651607513427734,42.808863174580104,42.29719582170219,42.31596951674786,128828400,AAPL
2018-03-13,42.240867614746094,43.06939575890961,42.069529876916704,42.85580825010609,126774000,AAPL
2018-03-14,41.88176727294922,42.369965835063375,41.73389842335402,42.3230244232332,117473600,AAPL
2018-03-15,41.93105697631836,42.30424963868147,41.79492794839765,41.89585181071824,90975200,AAPL
2018-03-16,41.78317642211914,42.04135589872213,41.6892900458461,41.931041644975714,157618800,AAPL
2018-03-19,41.144771575927734,41.65409318133053,40.759846310114575,41.61888802159753,133787200,AAPL
2018-03-20,41.13068389892578,41.49683183577984,41.060270007669395,41.13068389892578,78597600,AAPL
2018-03-21,40.198890686035156,41.09548343216158,40.196541287634304,41.08374718435731,148219600,AAPL
2018-03-22,39.63087844848633,40.52981671806352,39.57220081002626,39.90079415284308,165963200,AAPL
2018-03-23,38.713172912597656,39.88203087822492,38.713172912597656,39.5229238913069,164115200,AAPL
2018-03-26,40.55094528198242,40.62840019813181,39.06522697707837,39.44780634373773,150164800,AAPL
2018-03-27,39.51118087768555,41.10955946368787,39.177892261077965,40.764534600998445,163690400,AAPL
2018-03-28,39.07462692260742,39.90550460608626,38.77185176834323,39.25535512087376,166674000,AAPL
2018-03-29,39.3797492980957,40.31155078767656,39.17320279721128,39.38679033049858,153594000,AAPL
