Date,Close,High,Low,Open,Volume,Ticker
2018-01-02,4.92252779006958,4.926232044061726,4.80276758652614,4.834374080728938,355616000,NVDA
2018-01-03,5.2465009689331055,5.276873510517118,5.03117892159349,5.039821399854045,914704000,NVDA
2018-01-04,5.274155616760254,5.384286195923432,5.2519319720719775,5.327739439924537,583268000,NVDA
2018-01-05,5.318851947784424,5.356138004389131,5.212178323438798,5.288973461231365,580124000,NVDA
2018-01-08,5.48182487487793,5.555903398465564,5.3973749058474505,5.442316266167222,881216000,NVDA
2018-01-09,5.480341911315918,5.526764492318572,5.398855365730482,5.487255892700158,497000000,NVDA
2018-01-10,5.523306369781494,5.526763359765202,5.333665036278787,5.387989231876989,582664000,NVDA
2018-01-11,5.533185005187988,5.58726241973231,5.511701738594264,5.555902238512881,406032000,NVDA
2018-01-12,5.506022930145264,5.5556557119423395,5.465526683373918,5.521332595980945,359916000,NVDA
2018-01-16,5.435152530670166,5.617879880051857,5.35070307127935,5.532442776542369,702348000,NVDA
2018-01-17,5.5489888191223145,5.558865734748603,5.3558904323801855,5.449723250238655,538408000,NVDA
2018-01-18,5.542074680328369,5.59639889218761,5.4986150282531545,5.529727947419653,408632000,NVDA
2018-01-19,5.682082176208496,5.706281108604967,5.605287537749139,5.632202609560371,609380000,NVDA
2018-01-22,5.770483016967773,5.7722115122356215,5.6324497178900605,5.689984119368288,550944000,NVDA
2018-01-23,5.899378776550293,5.922096002676452,5.805298733684166,5.823818119356238,475228000,NVDA
2018-01-24,5.822585105895996,5.938394759156828,5.767025993334276,5.902589945397093,579972000,NVDA
2018-01-25,5.83616828918457,5.920124205818181,5.8213526777138735,5.876911338473936,409884000,NVDA
2018-01-26,6.008523464202881,6.008770257563276,5.867033157046664,5.879873476482648,516356000,NVDA
2018-01-29,6.095443248748779,6.126556643270435,5.941359862412937,5.993955586159426,455116000,NVDA
2018-01-30,5.993460655212402,6.084824594355995,5.887034314269972,5.953705258700726,570832000,NVDA
2018-01-31,6.069514274597168,6.155198660306278,6.036178805971639,6.068773423608203,478576000,NVDA
2018-02-01,5.938641548156738,6.096676409437072,5.878391007501542,5.889749623333987,519224000,NVDA
2018-02-02,5.766284942626953,5.876168726322516,5.708256956832239,5.852216586869595,718464000,NVDA
2018-02-05,5.276872634887695,5.759124725722033,5.0620442099654275,5.605288167231631,1165204000,NVDA
2018-02-06,5.570223331451416,5.57318626405171,5.0373504296823395,5.0472278136425,1114800000,NVDA
2018-02-07,5.6497344970703125,5.802089811251349,5.597879640627276,5.668995208734599,802932000,NVDA
2018-02-08,5.371199607849121,5.808263563642714,5.3709523435207815,5.775175357693804,1144000000,NVDA
2018-02-09,5.730727672576904,5.898886243549443,5.371199240991339,5.883082992680038,1674604000,NVDA
2018-02-12,5.630722522735596,5.814684856532062,5.556644002443449,5.811721451971718,1093172000,NVDA
2018-02-13,5.744309425354004,5.7904852159964895,5.5620756092920765,5.594423436273443,625524000,NVDA
2018-02-14,5.961359024047852,5.99024985565589,5.692947269878567,5.704059091960149,744988000,NVDA
2018-02-15,6.086798667907715,6.132974450475771,5.963828247581664,6.044573933257524,698900000,NVDA
2018-02-16,6.021117687225342,6.1732257782414734,6.01198115105651,6.05963864999211,637656000,NVDA
2018-02-20,6.150506973266602,6.219399989606605,6.039882335841647,6.043586590630636,686240000,NVDA
2018-02-21,5.96358060836792,6.2218686341425675,5.959876824976251,6.214954653955677,892292000,NVDA
2018-02-22,5.9831013679504395,6.06908595216146,5.917624671658032,5.997432289076396,534364000,NVDA
2018-02-23,6.0764994621276855,6.0764994621276855,5.99224443544721,6.042896324410254,415300000,NVDA
2018-02-26,6.092558860778809,6.127150250558239,6.030293887903493,6.122702853482647,469312000,NVDA
2018-02-27,6.079710006713867,6.150128455906252,6.0567312407746385,6.065872980795746,455436000,NVDA
2018-02-28,5.979394435882568,6.130114383636333,5.967781344087161,6.090581236231514,523116000,NVDA
2018-03-01,5.73750114440918,6.031034996811385,5.636444334778007,5.9771709264830095,1040120000,NVDA
2018-03-02,5.844488620758057,5.850913006314892,5.481524503696904,5.630021027743416,913428000,NVDA
2018-03-05,5.822497844696045,5.862030997490262,5.671036093708031,5.7943303672938855,620776000,NVDA
2018-03-06,5.983348369598389,6.002621052844354,5.8647489095100385,5.907741202010256,636808000,NVDA
2018-03-07,5.975442409515381,6.027576919595379,5.879327344549998,5.880562549530063,581208000,NVDA
2018-03-08,5.959133148193359,6.002866742964197,5.914905188818221,6.002866742964197,411912000,NVDA
2018-03-09,6.061673164367676,6.0745209900779376,5.9905134019466875,6.006573419720669,505524000,NVDA
2018-03-12,6.171131610870361,6.251186182577723,6.094783125334736,6.102937080439439,605060000,NVDA
2018-03-13,6.120478630065918,6.28824780511237,6.07921591098693,6.213875849328938,619772000,NVDA
2018-03-14,6.145929336547852,6.190651202145571,6.083664355888642,6.163471980336942,505496000,NVDA
2018-03-15,6.160754680633545,6.241797516988848,6.1187506393607825,6.159519475569246,401952000,NVDA
2018-03-16,6.188921928405762,6.207947196072665,6.1395052448036775,6.177061886639468,399456000,NVDA
2018-03-19,5.954687118530273,6.161000737351498,5.855854233128718,6.132092418807679,713772000,NVDA
2018-03-20,6.166682720184326,6.2054745560434075,5.957650839295235,5.957650839295235,554696000,NVDA
2018-03-21,6.141480922698975,6.226477242198689,6.1110895132459655,6.160258768339329,438688000,NVDA
2018-03-22,5.975688457489014,6.124679321622564,5.938379240415697,6.078227892491126,551196000,NVDA
2018-03-23,5.756280422210693,5.991749793357609,5.745161692403051,5.989278912147866,735620000,NVDA
2018-03-26,6.040670871734619,6.041906076450035,5.828674208637452,5.880561289586409,611424000,NVDA
2018-03-27,5.572203636169434,6.177061485521125,5.432108021174442,6.121467837896956,1409000000,NVDA
2018-03-28,5.469170093536377,5.66782412342045,5.3616893596201365,5.537858984553236,945904000,NVDA
2018-03-29,5.722181797027588,5.81879073560349,5.453108871312396,5.537363877539234,916628000,NVDA
2018-04-02,5.461757183074951,5.79778944981991,5.37404303062302,5.651763826874527,922092000,NVDA
2018-04-03,5.568002700805664,5.691543919765226,5.4691698198924845,5.628538105455683,667432000,NVDA
2018-04-04,5.589994430541992,5.600371849956054,5.2875652305798555,5.312520520781163,789168000,NVDA
2018-04-05,5.469911098480225,5.661399892464157,5.398504383685218,5.6483046477489145,701240000,NVDA
2018-04-06,5.293741703033447,5.475347468322936,5.264585964188444,5.367372361645052,662988000,NVDA
2018-04-09,5.3224029541015625,5.484489069391184,5.302388959677883,5.356747398332987,499524000,NVDA
2018-04-10,5.631255149841309,5.6581869470897574,5.495359545124256,5.55243580278532,761676000,NVDA
2018-04-11,5.589994430541992,5.657695074771193,5.557379549162812,5.616432343880295,460244000,NVDA
2018-04-12,5.796553611755371,5.81434367122385,5.638667953244426,5.682895919574601,593920000,NVDA
2018-04-13,5.719958305358887,5.868454808084226,5.671777305690125,5.860053907226452,503036000,NVDA
